,Nature mutation,Valeur fonciere,Type de voie,Code postal,Commune,Code departement,Code commune,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain,month,year,Prix m2 moyen region,Prix m2 moyen commune,latitude,longitude
883902,Vente,304000.0,RUE,74000.0,ANNECY,74,10,2,2.0,Appartement,67.0,3.0,0,0.0,4,2019,3472.6132313446574,3884.769726808357,45.8906432566,6.12551773598
682647,Vente,130000.0,RUE,35400.0,SAINT-MALO,35,288,2,2.0,Appartement,50.0,2.0,0,0.0,9,2019,2256.4914946590666,3428.367491007873,48.6400443482,-1.98060627256
1269387,Vente,285000.0,RUE,49070.0,BEAUCOUZE,49,20,0,1.0,Maison,114.0,6.0,1,409.0,8,2020,1857.4182176390789,2503.375001304312,47.4744512295,-0.63405515785
1771026,Vente,179893.0,RUE,59250.0,HALLUIN,59,279,0,1.0,Maison,70.0,4.0,1,371.0,1,2021,2159.521801682729,2123.450502177267,50.7747480298,3.12692474358
1871419,Vente,205000.0,RTE,79510.0,COULON,79,100,0,1.0,Maison,148.0,7.0,1,851.0,7,2021,1304.3494926787507,1471.6900524847513,46.3372530309,-0.58411752533
214863,Vente,150000.0,RUE,44460.0,FEGREAC,44,57,0,1.0,Maison,91.0,6.0,1,874.0,12,2018,2487.987963913667,1194.400890920228,47.5805909749,-2.02458187409
582428,Vente,254600.0,RUE,21800.0,QUETIGNY,21,515,0,1.0,Maison,141.0,7.0,1,715.0,2,2019,1882.5760811351277,1947.135211574724,47.3195635398,5.11575310181
1285215,Vente,210000.0,GR,52130.0,VOILLECOMTE,52,543,0,1.0,Maison,160.0,4.0,1,1162.0,9,2020,891.1099356322118,945.5002398081534,48.5022510829,4.86259090368
1813029,Vente,188000.0,RUE,64121.0,SERRES CASTET,64,519,1,1.0,Maison,92.0,5.0,0,154.0,12,2021,2752.1213971805187,1983.725538907156,43.3796823116,-0.366642676872
902240,Vente,200000.0,RUE,77310.0,PRINGY,77,378,0,1.0,Maison,58.0,3.0,1,198.0,9,2019,2792.0084946453035,2516.853391937933,48.5176600254,2.55002787016
1936767,Vente,320000.0,AV,95370.0,MONTIGNY LES CORMEILLES,95,424,0,1.0,Maison,109.0,4.0,1,347.0,5,2021,3628.241927933318,3366.895403191744,48.9938035561,2.19351793046
1829005,Vente,69000.0,CHE,69870.0,GRANDRIS,69,93,0,1.0,Maison,78.0,3.0,1,176.0,6,2021,3780.174022601986,1541.3686667487675,46.0333930542,4.45932733477
1009523,Vente,145000.0,PL,95000.0,CERGY,95,127,1,2.0,Appartement,49.0,2.0,0,0.0,9,2019,3308.885973310055,2910.909597411987,49.0401131567,2.05082123731
1063835,Vente,300000.0,RUE,7220.0,VIVIERS,7,346,0,1.0,Maison,162.0,5.0,1,1070.0,8,2020,1699.7837186988158,1157.008184906625,44.4834547319,4.66986126314
970534,Vente,115000.0,RTE,89300.0,LOOZE,89,230,0,1.0,Maison,70.0,4.0,1,510.0,6,2019,1233.3961484601646,1327.7737106973952,47.9974732281,3.44023544311
1776178,Vente,109000.0,IMP,59200.0,TOURCOING,59,599,0,1.0,Maison,128.0,4.0,1,80.0,9,2021,2159.521801682729,1787.0036074454092,50.7254418902,3.15882757215
1698190,Vente,319700.0,RUE,38070.0,SAINT-QUENTIN-FALLAVIER,38,449,0,1.0,Maison,90.0,3.0,1,734.0,7,2021,2597.2953441705954,2745.782012273275,45.6396427762,5.10856784756
1102982,Vente,68000.0,RUE,16310.0,MASSIGNAC,16,212,0,3.0,Dépendance,0.0,0.0,1,245.0,9,2020,1220.4465534163446,878.5761327713383,45.77722919,0.656859261312
653694,Vente,296000.0,RUE,33130.0,BEGLES,33,39,0,1.0,Maison,65.0,3.0,1,305.0,12,2019,3079.166238678895,3744.025399607623,44.8016009051,-0.547755768448
859672,Vente,195000.0,CHE,69150.0,DECINES-CHARPIEU,69,275,1,2.0,Appartement,93.0,5.0,0,0.0,5,2019,3264.717584975805,2860.064157799155,45.7717277447,4.96142704635
785392,Vente,114000.0,RUE,59800.0,LILLE,59,350,2,2.0,Appartement,24.0,1.0,0,0.0,3,2019,1878.2179066985084,3008.521568271885,50.6317183168,3.04783272312
1112238,Vente,180000.0,RUE,17250.0,LA VALLEE,17,455,0,1.0,Maison,120.0,3.0,1,700.0,9,2020,2511.688405618853,1134.2064693001976,45.8908313129,-0.845996319512
572743,Vente,296800.0,AV,17200.0,ROYAN,17,306,0,1.0,Maison,76.0,3.0,1,227.0,10,2019,2403.49003128563,3000.566956161056,45.6346574238,-1.01791403375
229392,Vente,115000.0,RUE,49660.0,SEVREMOINE,49,301,0,1.0,Maison,72.0,4.0,1,613.0,6,2018,1650.680421202213,1411.65182497105,47.1256560392,-0.998341815021
367211,Vente,274760.0,SQ,77680.0,ROISSY-EN-BRIE,77,390,0,1.0,Maison,84.0,5.0,1,428.0,2,2018,2712.1253674670875,3089.7507107922006,48.7900855424,2.66122415764
850912,Vente,55000.0,RUE,66700.0,ARGELES SUR MER,66,8,0,1.0,Maison,40.0,3.0,1,50.0,12,2019,1889.5257217082735,2506.0524444570383,42.5352193463,3.02429862885
1301359,Vente,102000.0,RUE,56510.0,SAINT-PIERRE-QUIBERON,56,234,0,1.0,Maison,117.0,5.0,1,849.0,9,2020,2149.6717443068437,3442.145732413645,47.5229822162,-3.13814252591
287716,Vente,210000.0,RUE,60480.0,MAULERS,60,390,0,1.0,Maison,100.0,4.0,0,977.0,7,2018,2059.760120150004,1452.3809523809523,49.5440319929,2.16545655463
945001,Vente,75000.0,RTE,84700.0,SORGUES,84,129,2,2.0,Appartement,47.0,2.0,0,0.0,5,2019,2202.6924698285475,1963.51429910402,44.0145763951,4.86740515419
815888,Vente,90000.0,RUE,60200.0,COMPIEGNE,60,159,1,2.0,Appartement,42.0,2.0,0,0.0,11,2019,2113.8577232933358,2292.341769652324,49.3990601478,2.85317249363
954913,Vente,105900.0,RUE,85220.0,COEX,85,70,0,1.0,Maison,64.0,4.0,1,416.0,5,2019,2032.8651790470667,1825.1829362282824,46.7078707764,-1.75788339462
1085034,Vente,130000.0,PL,13600.0,LA CIOTAT,13,28,1,2.0,Appartement,34.0,1.0,0,0.0,2,2020,3067.933841152668,3949.2909852635,43.1926410861,5.61318955778
1218196,Vente,120000.0,RUE,38000.0,GRENOBLE,38,185,2,2.0,Appartement,62.0,3.0,0,0.0,8,2020,2369.9991952531614,2519.14465228239,45.1821215167,5.72133051752
1926882,Vente,305000.0,RUE,93330.0,NEUILLY-SUR-MARNE,93,50,0,1.0,Maison,85.0,5.0,1,332.0,9,2021,4299.583526849284,3759.097327533914,48.8624578581,2.54000288785
805132,Vente,119960.0,AV,59720.0,LOUVROIL,59,365,0,1.0,Maison,83.0,5.0,1,308.0,7,2019,1878.2179066985084,980.5023377033384,50.2577866904,3.95387643411
1409273,Vente,49500.0,RUE,76600.0,LE HAVRE,76,351,1,2.0,Appartement,18.0,1.0,0,0.0,2,2020,1973.9442708376116,2101.299441962601,49.498452502,0.140153719153
999249,Vente,133000.0,AV,93250.0,VILLEMOMBLE,93,77,2,2.0,Appartement,26.0,1.0,0,0.0,7,2019,3880.6996304966906,3910.2986830796863,48.8848370021,2.50893406035
721482,Vente,370000.0,RUE,44000.0,NANTES,44,109,1,2.0,Appartement,122.0,5.0,0,0.0,4,2019,2672.893914551462,3622.065715915192,47.2316356767,-1.54831008605
1274967,Vente,45000.0,RUE,50170.0,SERVON,50,574,0,1.0,Maison,75.0,3.0,1,876.0,1,2020,1719.1843745438648,600.0,48.6028234324,-1.41113304944
1866115,Vente,474000.0,RUE,78700.0,CONFLANS SAINTE HONORINE,78,172,0,1.0,Maison,123.0,5.0,1,392.0,7,2021,3898.308461763137,4262.160664995272,49.0001007823,2.0990719052
1292736,Vente,172900.0,RUE,54190.0,VILLERUPT,54,580,0,1.0,Maison,90.0,5.0,1,389.0,9,2020,1668.699541329546,1999.6013311750692,49.4647155933,5.92643741054
1488104,Vente,261850.0,RUE,91680.0,BRUYERES-LE-CHATEL,91,115,0,1.0,Maison,101.0,4.0,1,330.0,7,2020,3262.919511372764,2895.602313166177,48.600315457,2.18687041469
1085865,Vente,171500.0,RUE,13400.0,AUBAGNE,13,5,1,2.0,Appartement,83.0,5.0,0,0.0,7,2020,3067.933841152668,3015.619433549754,43.2934843764,5.56331273477
1694277,Vente,264400.0,RUE,38530.0,PONTCHARRA,38,314,0,1.0,Maison,103.0,5.0,1,202.0,7,2021,2597.2953441705954,2677.725753393373,45.4199322754,6.02051894838
1690091,Vente,62400.0,IMP,37300.0,JOUE LES TOURS,37,122,0,1.0,Maison,118.0,6.0,1,542.0,10,2021,2223.7204161359778,2327.4419120850494,47.333556074,0.654546300116
46500,Vente,103000.0,BD,13009.0,MARSEILLE 9EME,13,209,1,2.0,Appartement,58.0,3.0,0,0.0,9,2018,2839.6070661285644,2558.343213758066,43.2340834927,5.45249683067
1735163,Vente,255000.0,RUE,49100.0,ANGERS,49,7,0,1.0,Maison,82.0,5.0,1,157.0,6,2021,2038.62644903029,3278.8266361457227,47.476837416,-0.556125995444
1946978,Vente,351800.0,RUE,75008.0,PARIS 08,75,108,1,2.0,Appartement,35.0,1.0,0,0.0,5,2021,10069.78022283118,10192.350653898133,48.8725272666,2.31258256042
758149,Vente,52000.0,RUE,51300.0,VITRY LE FRANCOIS,51,649,0,1.0,Maison,62.0,3.0,1,205.0,9,2019,1826.770090244274,924.8596910186782,48.728201078,4.59222371874
528093,Vente,91000.0,RUE,9300.0,BELESTA,9,47,0,1.0,Maison,78.0,4.0,1,403.0,11,2019,1218.9905900905596,705.1418941273465,42.8934707761,1.95274389658
200073,Vente,67000.0,CHE,42600.0,ESSERTINES-EN-CHATELNEUF,42,89,0,1.0,Maison,63.0,3.0,1,810.0,7,2018,1393.1243550043473,1430.560515873016,45.6183532974,3.99924034774
238850,Vente,127200.0,RUE,51100.0,REIMS,51,454,2,2.0,Appartement,88.0,2.0,0,0.0,3,2018,1820.627575465123,2227.8300722355707,49.2514906066,4.0402302322
739948,Vente,107000.0,RES,45570.0,OUZOUER-SUR-LOIRE,45,244,0,1.0,Maison,89.0,4.0,1,610.0,6,2019,1758.365498712963,1253.119082761489,47.7843937,2.47737458282
1615882,Vente,182000.0,AV,24330.0,BASSILLAC ET AUBEROCHE,24,26,0,1.0,Maison,115.0,4.0,1,341.0,1,2021,1466.6723081094976,1398.381536312094,45.1789592433,0.820956969026
393722,Vente,104000.0,RUE,81160.0,SAINT JUERY,81,257,0,1.0,Maison,95.0,5.0,1,246.0,9,2018,1319.5912338650842,1408.1013346963366,43.9385571465,2.22614415314
1672696,Vente,3550.0,RUE,34750.0,VILLENEUVE-LES-MAGUELONE,34,337,0,1.0,Maison,27.0,1.0,1,754.0,6,2021,2772.260140131778,3311.0354533080995,43.5249723481,3.85846205367
832239,Vente,45000.0,RUE,62380.0,LUMBRES,62,534,0,1.0,Maison,66.0,4.0,1,180.0,4,2019,1557.9590705330434,1239.1132047580245,50.705094418,2.11706482499
1662952,Vente,180000.0,RUE,33240.0,SAINT-ANDRE-DE-CUBZAC,33,366,0,1.0,Maison,100.0,1.0,1,419.0,3,2021,3392.8512634121525,2810.526199511611,44.9954623723,-0.43596742679
682444,Vente,127000.0,RUE,35120.0,BAGUER-MORVAN,35,9,0,1.0,Maison,80.0,4.0,1,600.0,7,2019,2256.4914946590666,1525.7961400708516,48.5049240687,-1.77192284883
1520968,Vente,60000.0,RUE,97139.0,LES ABYMES,971,1,1,2.0,Appartement,20.0,1.0,0,0.0,11,2020,2438.842882666,1635.7034521490823,16.2727794035,-61.5017044974
1088481,Vente,128620.0,RUE,13140.0,MIRAMAS,13,63,2,2.0,Appartement,52.0,3.0,0,0.0,2,2020,3067.933841152668,2473.2592802240724,43.5842134124,5.01384348574
510843,Vente,33020.0,RUE,5100.0,BRIANCON,5,23,1,2.0,Appartement,20.0,1.0,0,0.0,12,2019,2181.666455219233,1980.012376649029,44.8994986041,6.64947524018
1210321,Vente,52000.0,RUE,36210.0,MENETOU-SUR-NAHON,36,115,0,1.0,Maison,60.0,2.0,1,1321.0,4,2020,979.8470207261016,745.5282611771363,47.2239556606,1.63663736153
1901101,Vente,159500.0,RUE,85710.0,BOIS-DE-CENE,85,24,0,1.0,Maison,82.0,5.0,1,499.0,3,2021,2419.145243798272,1976.892235479367,46.9479643351,-1.89668693466
