,Nature mutation,Valeur fonciere,Type de voie,Code postal,Commune,Code departement,Code commune,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain,month,year,Prix m2 moyen region,Prix m2 moyen commune,latitude,longitude
3506,Vente,472000.0,RUE,1090.0,MONTMERLE-SUR-SAONE,1,263,0,4.0,Local industriel. commercial ou assimilé,0.0,0.0,1,36.0,7,2018,2000.4901120239665,2552.6244593260503,46.0849573236,4.7608579486
917906,Vente,231106.0,RTE,78990.0,ELANCOURT,78,208,0,1.0,Maison,58.0,3.0,1,34.0,2,2019,3616.388670675279,3029.8693208599,48.7781596518,1.96049898519
1738395,Vente,20000.0,RUE,49490.0,NOYANT-VILLAGES,49,228,0,3.0,Dépendance,0.0,0.0,1,1083.0,3,2021,2038.62644903029,817.2218817408452,47.5070164198,0.109706678066
1750675,Vente,150000.0,CHE,53940.0,LE GENEST-SAINT-ISLE,53,103,0,1.0,Maison,108.0,5.0,1,436.0,9,2021,1418.1120056334817,1568.5954864123244,48.104173372,-0.895219707599
210604,Vente,307800.0,RUE,44190.0,GORGES,44,64,0,1.0,Maison,127.0,6.0,1,828.0,12,2018,2487.987963913667,2000.3264642093409,47.1044539402,-1.31077198119
141786,Vente,494000.0,ALL,33600.0,PESSAC,33,318,0,1.0,Maison,110.0,5.0,1,661.0,8,2018,2977.687078641681,3442.503167155971,44.7915990521,-0.676303166277
760908,Vente,246650.0,RUE,51170.0,LAGERY,51,314,0,1.0,Maison,92.0,3.0,1,698.0,8,2019,1826.770090244274,1990.8816425120772,49.2071148254,3.732444574
568965,Vente,110000.0,RUE,17000.0,LA ROCHELLE,17,300,2,2.0,Appartement,27.0,1.0,0,0.0,6,2019,2403.49003128563,3619.919316824168,46.1620643972,-1.17465702836
1098147,Vente,139200.0,RUE,14450.0,GRANDCAMP-MAISY,14,312,0,1.0,Maison,50.0,3.0,1,210.0,5,2020,2391.3877858426026,1680.2706209360292,49.3754390087,-1.04464900141
1761929,Vente,320000.0,RUE,56620.0,PONT-SCORFF,56,179,0,1.0,Maison,118.0,3.0,1,282.0,9,2021,2353.1240653771283,2099.928824357094,47.839096749,-3.41967999137
1198297,Vente,91000.0,AV,34300.0,AGDE,34,3,1,2.0,Appartement,39.0,2.0,0,0.0,5,2020,2604.6969799701315,2722.0012389807125,43.309129116,3.48447903133
894636,Vente,184000.0,ALL,76550.0,TOURVILLE-SUR-ARQUES,76,707,0,1.0,Maison,136.0,5.0,1,734.0,5,2019,1894.3399352165504,1646.8262455653703,49.8597127895,1.09318958112
1002610,Vente,145000.0,AV,94260.0,FRESNES,94,34,2,2.0,Appartement,42.0,1.0,0,0.0,6,2019,4640.792524670271,3222.537266701249,48.7571343016,2.32612839743
1680547,Vente,212000.0,ALL,35850.0,PARTHENAY-DE-BRETAGNE,35,216,0,1.0,Maison,90.0,4.0,1,185.0,10,2021,2527.47130672868,2496.8932568297323,48.1884515911,-1.829797127
1152450,Vente,15000.0,RUE,29900.0,CONCARNEAU,29,39,0,1.0,Maison,15.0,1.0,1,116.0,5,2020,1675.4132547136371,2171.1809821581373,47.8966260003,-3.90716871821
1044546,Vente,92000.0,RUE,2100.0,SAINT QUENTIN,2,691,0,1.0,Maison,78.0,4.0,1,68.0,11,2020,1198.14719255845,1076.317037094943,49.8472336321,3.27769499462
903565,Vente,175000.0,BD,77120.0,COULOMMIERS,77,131,3,2.0,Appartement,73.0,3.0,0,0.0,4,2019,2792.0084946453035,2289.37771182398,48.8122991656,3.09124381847
435470,Vente,167000.0,RUE,91800.0,BRUNOY,91,114,0,1.0,Maison,50.0,3.0,1,62.0,12,2018,3070.8236620285943,3255.1448110656265,48.6964396294,2.50394753271
1211681,Vente,140000.0,RUE,36000.0,CHATEAUROUX,36,44,0,1.0,Maison,85.0,5.0,1,176.0,12,2020,979.8470207261016,1276.8221968489274,46.8029617828,1.69399812001
646837,Vente,216300.0,RTE,32270.0,MARSAN,32,237,0,1.0,Maison,100.0,5.0,1,982.0,3,2019,1318.3576687437337,1728.7585850281382,43.6479275697,0.723516841894
779665,Vente,330000.0,RUE,56170.0,QUIBERON,56,186,0,1.0,Maison,64.0,4.0,1,462.0,1,2019,2002.9306796341132,3401.5897057358598,47.4881657518,-3.12282400639
536984,Vente,34150.0,RUE,12470.0,PRADES-D AUBRAC,12,187,0,1.0,Maison,37.0,2.0,1,98.0,12,2019,1272.1763712335726,964.4587339501634,44.5418402145,2.97032674456
101214,Vente,171700.0,AV,26200.0,MONTELIMAR,26,198,0,1.0,Maison,76.0,4.0,0,331.0,9,2018,1781.9046131563582,1714.356526339025,44.5540845734,4.74869387765
1843000,Vente,150000.0,RUE,74000.0,ANNECY,74,10,1,2.0,Appartement,24.0,1.0,0,0.0,3,2021,3820.410404412404,4704.529533720639,45.8906432566,6.12551773598
406012,Vente,10100.0,CHE,83330.0,LE BEAUSSET,83,16,0,1.0,Maison,12.0,2.0,1,22.0,7,2018,3026.020634453522,3386.5083918919318,43.2069315557,5.82020086096
393308,Vente,217000.0,CHE,81600.0,FENOLS,81,90,0,1.0,Maison,110.0,6.0,1,448.0,6,2018,1319.5912338650842,1972.7272727272727,43.8495035215,2.0559946114
1254198,Vente,280000.0,RUE,44410.0,SAINT-LYPHARD,44,175,0,1.0,Maison,85.0,3.0,1,1029.0,10,2020,2812.51662790784,2429.9333574935667,47.3781648768,-2.33524206651
1922502,Vente,254000.0,AV,92230.0,GENNEVILLIERS,92,36,1,2.0,Appartement,44.0,2.0,0,0.0,9,2021,6936.362998841857,4953.032097876937,48.9345190548,2.29384987973
1801113,Vente,184920.0,RUE,62880.0,VENDIN LE VIEIL,62,842,0,1.0,Maison,74.0,4.0,1,376.0,9,2021,1736.850043113914,1868.487689301606,50.4703783932,2.85384547397
897605,Vente,129500.0,RUE,76620.0,LE HAVRE,76,351,0,1.0,Maison,62.0,5.0,1,89.0,12,2019,1894.3399352165504,1971.1912699372929,49.498452502,0.140153719153
37372,Vente,271800.0,RUE,12510.0,OLEMPS,12,174,0,1.0,Maison,109.0,4.0,1,1111.0,2,2018,1272.4898591071756,1864.4754620834608,44.338471851,2.54774198749
394182,Vente,158750.0,ALL,81440.0,LAUTREC,81,139,0,1.0,Maison,140.0,6.0,1,70.0,2,2018,1319.5912338650842,1336.0961429476702,43.7052468491,2.12929403349
1357888,Vente,48000.0,RUE,63680.0,CHASTREIX,63,98,1,2.0,Appartement,32.0,1.0,0,0.0,5,2020,1677.540675257258,1736.8915363466706,45.5125229995,2.7534823407
1746957,Vente,155600.0,RUE,51000.0,CHALONS EN CHAMPAGNE,51,108,0,1.0,Maison,83.0,4.0,1,289.0,12,2021,2064.405883219692,1537.7744704158729,48.9640892125,4.37883539725
1764842,Vente,64000.0,PL,56320.0,LE FAOUET,56,57,0,4.0,Local industriel. commercial ou assimilé,80.0,0.0,1,60.0,8,2021,2353.1240653771283,1325.4728683009216,48.048735927,-3.50863192945
1643034,Vente,285000.0,RUE,30600.0,VAUVERT,30,341,0,1.0,Maison,121.0,6.0,1,739.0,4,2021,2278.110427584736,2269.208816189292,43.6258468531,4.30597093294
175444,Vente,135000.0,RUE,37260.0,MONTS,37,159,0,1.0,Maison,78.0,4.0,1,389.0,2,2018,1951.6906606025989,2047.891902641902,47.2779892588,0.64548356483
191639,Vente,251607.0,RTE,40180.0,TERCIS LES BAINS,40,314,0,1.0,Maison,142.0,4.0,1,895.0,1,2018,2237.755987010988,1986.1831419192824,43.6706423841,-1.11540319377
1408022,Vente,70000.0,RUE,76260.0,EU,76,255,0,1.0,Maison,60.0,3.0,1,85.0,2,2020,1973.9442708376116,1412.968574592211,50.0413268784,1.42861757801
1139901,Vente,302200.0,RUE,26120.0,CHABEUIL,26,64,0,1.0,Maison,119.0,4.0,1,371.0,8,2020,1947.9134753704864,2354.4039463505133,44.9082255842,5.00743034189
17687,Vente,70000.0,BD,6000.0,NICE,6,88,2,2.0,Appartement,30.0,1.0,0,0.0,4,2018,3717.7486801083337,3756.780183199628,43.7119992661,7.23826889465
985291,Vente,283000.0,RUE,92270.0,BOIS-COLOMBES,92,9,2,2.0,Appartement,40.0,2.0,0,0.0,9,2019,6185.649581291816,5894.568897208876,48.9153368426,2.26738552597
325307,Vente,110000.0,RUE,69009.0,LYON 9EME,69,389,1,2.0,Appartement,35.0,2.0,0,0.0,7,2018,3068.867770659194,3122.178041363565,45.7817805887,4.80818327822
1296307,Vente,155000.0,RUE,56230.0,MOLAC,56,135,0,1.0,Maison,135.0,5.0,1,240.0,2,2020,2149.6717443068437,1431.3541377537906,47.7362321249,-2.43951991682
1085118,Vente,93000.0,BD,13009.0,MARSEILLE 9EME,13,209,2,2.0,Appartement,52.0,2.0,0,0.0,3,2020,3067.933841152668,2660.970635030325,43.2340834927,5.45249683067
1271005,Vente,275000.0,RUE,49300.0,CHOLET,49,99,0,1.0,Maison,110.0,5.0,1,378.0,8,2020,1857.4182176390789,1763.7688886451722,47.0454402992,-0.877886189605
835302,Vente,30000.0,AV,63000.0,CLERMONT FERRAND,63,113,1,2.0,Appartement,12.0,1.0,0,0.0,6,2019,1661.454316265497,1959.7942281487656,45.7856492991,3.11554542903
1672517,Vente,350000.0,RUE,34110.0,FRONTIGNAN,34,108,0,1.0,Maison,35.0,2.0,1,480.0,5,2021,2772.260140131778,3098.148698049532,43.4482458873,3.74923522416
1246937,Vente,100000.0,PL,44310.0,SAINT-LUMINE-DE-COUTAIS,44,174,0,1.0,Maison,90.0,4.0,1,153.0,1,2020,2812.51662790784,1707.9528485603057,47.0525345648,-1.72353750567
1644309,Vente,252200.0,RUE,30240.0,LE GRAU DU ROI,30,133,2,2.0,Appartement,71.0,4.0,0,0.0,8,2021,2278.110427584736,3771.402940763338,43.5072810882,4.16622948662
1897765,Vente,20000.0,RUE,85580.0,TRIAIZE,85,297,0,3.0,Dépendance,0.0,0.0,1,331.0,12,2021,2419.145243798272,1427.199559571491,46.3792685111,-1.19928351422
1050292,Vente,285000.0,RUE,4000.0,DIGNE-LES-BAINS,4,70,0,1.0,Maison,134.0,6.0,1,825.0,6,2020,1998.7096890002028,1688.8697226330046,44.0908723554,6.23590323452
1032124,Vente,342000.0,PL,75017.0,PARIS 17,75,117,3,2.0,Appartement,30.0,2.0,0,0.0,7,2019,9376.98218434705,9337.380951064137,48.8873371665,2.30748555949
1937837,Vente,418700.0,AV,95620.0,PARMAIN,95,480,0,1.0,Maison,97.0,4.0,1,442.0,7,2021,3628.241927933318,3350.436558567006,49.1228699088,2.201277887
1918514,Vente,132000.0,AV,91550.0,PARAY-VIEILLE-POSTE,91,479,2,2.0,Appartement,54.0,2.0,0,0.0,5,2021,3464.7439325611604,4048.848822425647,48.7241848219,2.3598349385
1663312,Vente,150000.0,RUE,33500.0,ARVEYRES,33,15,0,1.0,Maison,80.0,4.0,1,840.0,1,2021,3392.8512634121525,2296.662316271484,44.8915609745,-0.2766650988
1579761,Vente,139000.0,RES,13090.0,AIX EN PROVENCE,13,1,1,2.0,Appartement,32.0,2.0,0,0.0,6,2021,3380.146699931296,4744.864211215998,43.5360708378,5.39857444582
640288,Vente,123000.0,RTE,31790.0,ST JORY,31,490,0,1.0,Maison,70.0,3.0,1,298.0,2,2019,2633.044029650342,2408.882560260782,43.739344106,1.35625454624
1038736,Vente,200000.0,IMP,1410.0,CHAMPFROMIER,1,81,0,1.0,Maison,90.0,3.0,1,166.0,1,2020,2159.6003475156917,2033.135891366021,46.220365768,5.82233573131
203861,Vente,110000.0,AV,44800.0,ST-HERBLAIN,44,162,2,2.0,Appartement,60.0,3.0,0,0.0,2,2018,2487.987963913667,2403.539412879957,47.2243762412,-1.63434818692
575176,Vente,88000.0,RUE,17100.0,SAINTES,17,415,1,2.0,Appartement,49.0,2.0,0,0.0,6,2019,2403.49003128563,1669.2699829082449,45.7422300162,-0.649623035643
955131,Vente,270000.0,RUE,85270.0,SAINT-HILAIRE-DE-RIEZ,85,226,0,1.0,Maison,118.0,7.0,1,601.0,7,2019,2032.8651790470667,2599.924531975012,46.7432732188,-1.96439228965
1783281,Vente,207400.0,RUE,59287.0,LEWARDE,59,345,0,1.0,Maison,116.0,4.0,1,554.0,6,2021,2159.521801682729,1382.4904545430225,50.3367323265,3.16865198714
228829,Vente,110000.0,RUE,49120.0,CHEMILLE-EN-ANJOU,49,92,0,1.0,Maison,96.0,3.0,1,852.0,2,2018,1650.680421202213,1129.7062131408252,47.2272268469,-0.730188160448
936447,Vente,165000.0,RUE,83340.0,CABASSE,83,26,0,1.0,Maison,65.0,3.0,1,694.0,4,2019,3028.019050128541,1797.441761955428,43.4270972655,6.23202349485
45610,Vente,74000.0,BD,13009.0,MARSEILLE 9EME,13,209,1,2.0,Appartement,20.0,1.0,0,0.0,5,2018,2839.6070661285644,2558.343213758066,43.2340834927,5.45249683067
533984,Vente,65000.0,GR,11360.0,VILLESEQUE DES CORBIERES,11,436,0,1.0,Maison,65.0,2.0,1,84.0,3,2019,1544.3543809940743,1031.8310892172965,43.0182115243,2.85759896438
1943606,Vente,132000.0,RUE,97419.0,LA POSSESSION,974,8,1,2.0,Appartement,40.0,2.0,0,0.0,3,2021,2476.4219428839274,2831.0647212793942,-20.9940292693,55.3975084985
553187,Vente,444000.0,AV,13500.0,MARTIGUES,13,56,0,1.0,Maison,120.0,4.0,1,691.0,9,2019,2905.757008219019,2889.249757047973,43.3798920489,5.04945402314
1836821,Vente,240000.0,RUE,72000.0,LE MANS,72,181,0,1.0,Maison,106.0,5.0,1,229.0,6,2021,1515.8799490732608,1957.093465710024,47.9885256718,0.200030493539
1464722,Vente,206000.0,IMP,85340.0,ILE-D'OLONNE (L'),85,112,0,1.0,Maison,110.0,4.0,1,1027.0,6,2020,2179.5947047996806,2317.5974537569496,46.570163703,-1.7737502368
1277686,Vente,222000.0,RUE,50590.0,HAUTEVILLE-SUR-MER,50,231,0,1.0,Maison,117.0,5.0,1,541.0,6,2020,1719.1843745438648,2378.7912993157274,48.9741132204,-1.54436628419
1089782,Vente,65000.0,RUE,13790.0,PEYNIER,13,72,0,1.0,Maison,55.0,2.0,1,52.0,7,2020,3067.933841152668,3363.4097550839283,43.439686405,5.62516789037
1403078,Vente,160000.0,RUE,74430.0,SAINT-JEAN-D'AULPS,74,238,0,1.0,Maison,50.0,2.0,1,213.0,11,2020,3603.5595968978914,3549.521171931451,46.2278739142,6.66076731793
1624680,Vente,327800.0,AV,26150.0,DIE,26,113,0,1.0,Maison,103.0,4.0,1,762.0,12,2021,2099.3467752309484,2005.1183658539128,44.7482217645,5.37640774818
1080166,Vente,249480.0,LOT,13016.0,MARSEILLE 16EME,13,216,0,1.0,Maison,81.0,4.0,1,95.0,3,2020,3067.933841152668,2783.18707122928,43.3649054121,5.31337828595
1663354,Vente,139600.0,RUE,33570.0,LUSSAC,33,261,0,1.0,Maison,114.0,4.0,1,418.0,1,2021,3392.8512634121525,1366.4479441512356,44.9666973699,-0.0939830004604
1646789,Vente,134000.0,AV,30133.0,LES ANGLES,30,11,1,2.0,Appartement,68.0,3.0,0,0.0,3,2021,2278.110427584736,2961.5123316573104,43.946680289,4.75255256222
1583685,Vente,210000.0,RUE,13230.0,PORT-SAINT-LOUIS,13,78,0,1.0,Maison,43.0,2.0,1,50.0,8,2021,3380.146699931296,2276.632877003795,43.4148193741,4.80679663589
964804,Vente,130000.0,RUE,87290.0,CHATEAUPONSAC,87,41,0,1.0,Maison,166.0,6.0,1,376.0,10,2019,1203.524979567434,718.1864598046913,46.1311583678,1.28041965042
458757,Vente,251000.0,AV,94700.0,MAISONS-ALFORT,94,46,2,2.0,Appartement,60.0,3.0,0,0.0,5,2018,4499.771925738402,4886.40982900864,48.8063923267,2.43818248906
487680,Vente,310000.0,RUE,75015.0,PARIS 15,75,115,1,2.0,Appartement,27.0,1.0,0,0.0,11,2018,8800.865103410846,8949.956243529103,48.8401554186,2.29355937244
955664,Vente,238000.0,RUE,85750.0,ANGLES,85,4,0,1.0,Maison,147.0,5.0,1,854.0,8,2019,2032.8651790470667,2030.0050914851784,46.3870511077,-1.40049386944
1451092,Vente,357500.0,RUE,83140.0,SIX-FOURS-LES-PLAGES,83,129,0,1.0,Maison,92.0,3.0,1,574.0,6,2020,3121.8841409643896,4125.545339436845,43.086818602,5.82924464931
125851,Vente,160000.0,RUE,30150.0,ROQUEMAURE,30,221,0,1.0,Maison,89.0,4.0,1,576.0,12,2018,2051.3576256639235,1838.095353468345,44.0414756862,4.7565701251
553856,Vente,228000.0,RUE,13750.0,PLAN-D ORGON,13,76,0,1.0,Maison,89.0,4.0,1,425.0,1,2019,2905.757008219019,2411.322180874766,43.8181261115,5.00228183234
896950,Vente,54200.0,PAS,76600.0,LE HAVRE,76,351,2,2.0,Appartement,55.0,2.0,0,0.0,9,2019,1894.3399352165504,1971.1912699372929,49.498452502,0.140153719153
895668,Vente,240000.0,RUE,76600.0,LE HAVRE,76,351,0,1.0,Maison,89.0,4.0,1,89.0,2,2019,1894.3399352165504,1971.1912699372929,49.498452502,0.140153719153
1327692,Vente,120000.0,RUE,59410.0,ANZIN,59,14,0,1.0,Maison,95.0,6.0,1,361.0,2,2020,1968.1048385144584,1181.9907849961598,50.3753643424,3.51113183833
1450396,Vente,80000.0,QUAI,83200.0,TOULON,83,137,2,2.0,Appartement,64.0,4.0,0,0.0,4,2020,3121.8841409643896,2576.5116818920906,43.1361589728,5.93239634249
1405721,Vente,138100.0,RUE,76140.0,PETIT QUEVILLY (LE),76,498,0,1.0,Maison,93.0,4.0,1,98.0,10,2020,1973.9442708376116,1819.6395988869365,49.4238134718,1.06033289032
432788,Vente,307000.0,RUE,91250.0,SAINT-GERMAIN-LES-CORBEIL,91,553,0,1.0,Maison,90.0,4.0,1,467.0,1,2018,3070.8236620285943,3096.428138236344,48.6257066899,2.49140468072
829777,Vente,73000.0,RUE,62100.0,CALAIS,62,193,0,1.0,Maison,60.0,3.0,1,64.0,10,2019,1557.9590705330434,1374.7967037736887,50.9502072754,1.87575566132
1728028,Vente,79000.0,RUE,45130.0,CHARSONVILLE,45,81,0,1.0,Maison,74.0,1.0,1,672.0,10,2021,1926.7813248541463,1320.827077077077,47.9286176741,1.57432513599
250633,Vente,30000.0,RTE,55230.0,BILLY SOUS MANGIENNES,55,53,0,1.0,Maison,66.0,3.0,1,140.0,5,2018,940.4697453472398,709.090909090909,49.3230881619,5.56172937909
1597491,Vente,156000.0,RUE,17300.0,ROCHEFORT,17,299,1,2.0,Appartement,36.0,2.0,0,0.0,12,2021,2727.78750235737,2228.7462724118486,45.9432344536,-0.972356445692
1537271,Vente,285000.0,CHE,1000.0,BOURG-EN-BRESSE,1,53,0,1.0,Maison,119.0,5.0,1,966.0,4,2021,2315.872738091747,2509.869123590332,46.2051520382,5.24602125501
204895,Vente,75000.0,CHE,44300.0,NANTES,44,109,1,2.0,Appartement,28.0,2.0,0,0.0,6,2018,2487.987963913667,3210.0487317244515,47.2316356767,-1.54831008605
393019,Vente,47000.0,RUE,81400.0,CARMAUX,81,60,0,1.0,Maison,68.0,1.0,1,272.0,3,2018,1319.5912338650842,1041.6165655483028,44.0566667256,2.16641418483
241606,Vente,99999.0,RUE,52000.0,CHAUMONT,52,121,0,1.0,Maison,73.0,4.0,1,324.0,11,2018,926.808152682048,1248.60476553504,48.0980144211,5.14070044621
877692,Vente,230200.0,RUE,73490.0,LA RAVOIRE,73,213,1,2.0,Appartement,73.0,3.0,0,0.0,2,2019,2998.695393727304,2748.5413230837257,45.5561328197,5.9602608047
58693,Vente,210800.0,RUE,14150.0,OUISTREHAM,14,488,0,1.0,Maison,70.0,3.0,1,265.0,7,2018,2080.303068331505,2644.8433404846496,49.2745280107,-0.257718317859
1656895,Vente,135000.0,RUE,32370.0,MANCIET,32,227,0,1.0,Maison,85.0,2.0,1,950.0,10,2021,1407.6684795516085,833.926399109097,43.8178857934,0.0585536753476
1511061,Vente,210500.0,RUE,94120.0,FONTENAY-SOUS-BOIS,94,33,1,2.0,Appartement,43.0,2.0,0,0.0,8,2020,4926.049433240267,5904.167708822334,48.8511046382,2.47395409774
734634,Vente,60000.0,RUE,44170.0,NOZAY,44,113,1,2.0,Appartement,63.0,3.0,0,0.0,12,2019,2672.893914551462,1789.771095138134,47.5728858483,-1.60097664616
508339,Vente,67950.0,RUE,4370.0,VILLARS-COLMARS,4,240,1,2.0,Appartement,31.0,1.0,0,0.0,9,2019,1905.281723539885,1471.8948049811916,44.198291615,6.56876674305
676604,Vente,150000.0,RUE,35230.0,BOURGBARRE,35,32,0,1.0,Maison,130.0,5.0,1,648.0,8,2019,2256.4914946590666,2126.025306714364,47.988587599,-1.62222742311
994851,Vente,235000.0,RUE,93300.0,AUBERVILLIERS,93,1,2,2.0,Appartement,45.0,2.0,0,0.0,11,2019,3880.6996304966906,3646.158482358541,48.9121722626,2.38445513768
1727065,Vente,298000.0,RUE,45100.0,ORLEANS,45,234,0,1.0,Maison,86.0,4.0,1,360.0,7,2021,1926.7813248541463,2621.760682266673,47.8828634214,1.91610357477
1001034,Vente,327000.0,IMP,94000.0,CRETEIL,94,28,0,1.0,Maison,45.0,3.0,1,341.0,9,2019,4640.792524670271,3519.007437275125,48.7837401836,2.45463530415
1378841,Vente,281500.0,RUE,69210.0,LENTILLY,69,112,2,2.0,Appartement,112.0,4.0,0,0.0,2,2020,3512.798515134791,3642.706906375703,45.812542419,4.67106123334
1282482,Vente,190000.0,RUE,51100.0,REIMS,51,454,1,2.0,Appartement,59.0,3.0,0,0.0,10,2020,1928.5651554887884,2414.471805432633,49.2514906066,4.0402302322
1049674,Vente,159200.0,RUE,4300.0,PIERRERUE,4,151,0,1.0,Maison,55.0,3.0,1,160.0,1,2020,1998.7096890002028,2525.951696069909,43.9623331645,5.83601873141
1521986,Vente,373000.0,LOT,97354.0,REMIRE MONTJOLY,973,9,0,1.0,Maison,120.0,4.0,1,1045.0,4,2020,2308.450366431336,2831.284835318296,4.88437128593,-52.2788402688
810234,Vente,116500.0,RUE,59494.0,PETITE FORET,59,459,0,1.0,Maison,132.0,5.0,1,457.0,10,2019,1878.2179066985084,1310.8251500078086,50.3747760096,3.47594179576
815280,Vente,118000.0,RUE,60170.0,TRACY LE MONT,60,641,0,1.0,Maison,89.0,3.0,1,85.0,7,2019,2113.8577232933358,1788.0854328777368,49.469047669,3.00367907538
730518,Vente,198000.0,ALL,44260.0,LAVAU-SUR-LOIRE,44,80,0,1.0,Maison,102.0,5.0,1,625.0,3,2019,2672.893914551462,1733.1244527718204,47.320865437,-1.95839196459
398237,Vente,188020.0,RUE,83680.0,LA GARDE FREINET,83,63,0,1.0,Maison,65.0,3.0,1,23.0,6,2018,3026.020634453522,2977.296237543732,43.3234160321,6.46693786821
1794646,Vente,45000.0,RUE,61270.0,SAINT-HILAIRE-SUR-RILE,61,406,0,1.0,Maison,72.0,5.0,1,802.0,1,2021,1195.1183376120698,1273.2304603027494,48.7245700882,0.507831900424
1666127,Vente,377200.0,RUE,33920.0,SAINT-CHRISTOLY-DE-BLAYE,33,382,0,1.0,Maison,138.0,5.0,1,434.0,8,2021,3392.8512634121525,1544.2094002809874,45.1439978714,-0.496519035518
1841566,Vente,179000.0,RUE,73800.0,PORTE-DE-SAVOIE,73,151,0,4.0,Local industriel. commercial ou assimilé,78.0,0.0,1,69.0,9,2021,3325.708068245809,2780.6992266008315,45.4923770493,5.9922950202
741073,Vente,156000.0,RUE,46170.0,SAINT-PAUL - FLAUGNAC,46,103,0,1.0,Maison,150.0,4.0,1,35.0,8,2019,1322.4464214386046,1152.7941176470588,44.2910612603,1.40914730428
142863,Vente,307000.0,RUE,33140.0,VILLENAVE D ORNON,33,550,0,1.0,Maison,86.0,4.0,1,421.0,12,2018,2977.687078641681,3027.285661887493,44.773185218,-0.558212256384
1586291,Vente,200000.0,AV,14390.0,CABOURG,14,117,1,2.0,Appartement,45.0,3.0,0,0.0,5,2021,2677.3409209915108,3823.624595592869,49.2834863414,-0.125512945279
1280131,Vente,152500.0,IMP,51120.0,MOEURS-VERDEY,51,369,0,1.0,Maison,86.0,4.0,1,702.0,6,2020,1928.5651554887884,1466.328596225584,48.7365194964,3.67236344176
376833,Vente,230000.0,RUE,78000.0,VERSAILLES,78,646,1,2.0,Appartement,57.0,4.0,0,0.0,4,2018,3577.6967096557737,5794.59793753753,48.8025669671,2.11789297191
965489,Vente,30000.0,RUE,87600.0,ROCHECHOUART,87,126,0,1.0,Maison,78.0,4.0,1,1005.0,12,2019,1203.524979567434,1019.0526952861678,45.8236032815,0.84280512319
1116377,Vente,24000.0,IMP,18140.0,HERRY,18,110,0,1.0,Maison,65.0,2.0,1,37.0,6,2020,1125.442838010132,697.826695396463,47.2284204871,2.9415312436
1249624,Vente,310000.0,RTE,44860.0,SAINT-AIGNAN-GRANDLIEU,44,150,0,1.0,Maison,129.0,5.0,1,250.0,9,2020,2812.51662790784,2727.6852900550384,47.1331072085,-1.62317141788
1534096,Vente,440000.0,RUE,75018.0,PARIS 18,75,118,2,2.0,Appartement,41.0,3.0,0,0.0,7,2020,10029.465888752233,9603.5112142359,48.8927350746,2.34871193387
1817668,Vente,271000.0,RUE,66380.0,PIA,66,141,0,1.0,Maison,109.0,5.0,0,440.0,5,2021,2076.75599606357,1936.16112035418,42.7487012331,2.91497381059
1098721,Vente,25000.0,ALL,14100.0,LISIEUX,14,366,2,2.0,Appartement,27.0,1.0,0,0.0,9,2020,2391.3877858426026,1387.534781254493,49.1466628463,0.238274840452
254664,Vente,275000.0,RUE,56100.0,LORIENT,56,121,0,1.0,Maison,107.0,4.0,1,402.0,3,2018,1958.1929763389453,1826.499569658683,47.7500486947,-3.37823200917
1029754,Vente,152000.0,RUE,75015.0,PARIS 15,75,115,1,2.0,Appartement,18.0,1.0,0,0.0,5,2019,9376.98218434705,9481.924975050635,48.8401554186,2.29355937244
1879337,Vente,237000.0,CHE,81160.0,ARTHES,81,18,0,1.0,Maison,129.0,5.0,1,853.0,9,2021,1507.933169692193,1674.24890740342,43.9638815505,2.22587013595
727922,Vente,325000.0,ALL,44470.0,THOUARE-SUR-LOIRE,44,204,0,1.0,Maison,116.0,6.0,1,289.0,11,2019,2672.893914551462,2919.2136591279445,47.2763256866,-1.43162198248
96957,Vente,103000.0,RUE,25550.0,DUNG,25,207,0,1.0,Maison,80.0,4.0,1,315.0,7,2018,1693.5361841869856,1349.7284694773823,47.5064924582,6.7452490029
416744,Vente,129200.0,RUE,85100.0,SABLES-D'OLONNE (LES),85,194,2,2.0,Appartement,54.0,3.0,0,0.0,6,2018,1953.329457617189,3086.4532436589534,46.5007612799,-1.79255128677
157412,Vente,199000.0,GR,34400.0,SATURARGUES,34,294,0,1.0,Maison,157.0,5.0,1,144.0,10,2018,2455.2069794897325,1831.655629348225,43.7142810482,4.11714344824
1541445,Vente,169000.0,RUE,2380.0,PONT SAINT MARD,2,616,0,1.0,Maison,107.0,2.0,1,707.0,4,2021,1276.9440874225506,998.86995296561,49.493979148,3.27934093822
1894280,Vente,50000.0,RUE,85510.0,ROCHETREJOUX,85,192,0,1.0,Maison,96.0,5.0,1,784.0,1,2021,2419.145243798272,1260.6002143790006,46.7852546732,-0.996743019108
388206,Vente,15000.0,RTE,79430.0,LA CHAPELLE-SAINT-LAURENT,79,76,0,1.0,Maison,60.0,2.0,1,485.0,12,2018,1153.6641731787952,748.0681809482248,46.7322726991,-0.466366098553
1246051,Vente,143000.0,BD,44200.0,NANTES,44,109,3,2.0,Appartement,52.0,3.0,0,0.0,10,2020,2812.51662790784,3791.958853003269,47.2316356767,-1.54831008605
1156548,Vente,120000.0,RUE,29800.0,LANDERNEAU,29,103,0,1.0,Maison,73.0,4.0,1,7.0,3,2020,1675.4132547136371,1747.4378079398227,48.4507528968,-4.2643453824
